Household Key,Length Of Residence,Number of Roadside calss for Year 1,Number of Roadside calss for Year 2,Number of Roadside calss for Year 3,Roadside Member Cost for Year 1,Roadside Member Cost for Year 2,Roadside Member Cost for Year 3,Member Tenure Years,Years to Cancelled Status,Basic Cost,Calculated Tow Miles,Plus Cost,Premier Cost,Total Cost,Total Number of Roadside Calls,Total Roadside Member Cost,Email Available,Age,Years from most recent Membership Expiration,Years from Join Date,Purchased Product 1,Purchased Product 2,Purchased Product 3,Purchased Product 4,Purchased Product 5,Purchased Product 6,Purchased Product 7,Purchased Product 8,Mail Responder,Home Owner,Opt-Out - Publication,Cash Call,Fleet Indicator,Total Number of Purchased Products,Household Purchased Product,Email Correspondent,Home Renter,No Home Ownership Info,City,Number of Children,Annual Income,Education,Annual Credit Possible,Member Status,Member Type,Renew Method,Motorcycle Indicator,AAA Service Necessity Due Problem 1,AAA Club 1,Vehicle Manufacturer Name 1,AAA Service Necessity Due Problem 2,Vehicle Manufacturer Name 2,AAA Club 2,Number of Members per Household Key,Frequency of use of Roadside Services,Household have used the Roadside Services,Household Group Label,Household Purchase Product Probability,Household Roadside Usage Probability
4325460,150.0,0,0,10,0.0,0.0,530.0,570,242,0.0,0.0,0.0,0.0,0.0,10,530.0,1,74,0,58,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CRANSTON,1,124500.0,Some College,774500.0,ACTIVE,Associate,NOTICE,1,Battery Service,AAA Northeast,HYUNDAI,,,,1,10,1,2,0.010776946398076566,0.9742178515793392
4370590,80.0,0,0,0,0.0,0.0,0.0,370,242,0.0,0.0,0.0,0.0,0.0,0,0.0,1,66,0,38,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,WARWICK,1,94500.0,Completed College,774500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,GMC,,,,2,0,0,4,0.010776946398076566,0.18545711807362958
4371180,150.0,0,0,0,0.0,0.0,0.0,445,242,530.0,0.0,0.0,0.0,530.0,0,0.0,1,86,0,46,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,COVENTRY,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,SUBARU,,,,2,0,0,1,0.9941377887138593,0.18545711807362958
4446210,10.0,0,0,0,0.0,0.0,0.0,425,198,530.0,0.0,0.0,0.0,530.0,0,0.0,0,76,6,44,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CHARLESTOWN,0,94500.0,High School,724500.0,ACTIVE,Associate,NOTICE,0,Flat Tire,AAA Northeast,RAM,,,,2,0,0,0,0.9970301681869336,0.18545711807362958
4446330,99.04090945871431,0,0,0,0.0,0.0,0.0,360,295,0.0,0.0,0.0,0.0,0.0,0,0.0,0,74,6,37,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CRANSTON,0,74500.0,High School,800000.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,ACURA,,,,2,0,0,2,0.010776946398076566,0.18545711807362958
4476160,100.71846104793282,0,0,10,0.0,0.0,530.0,270,270,530.0,0.0,0.0,0.0,530.0,10,530.0,0,48,0,28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,WAKEFIELD,0,74500.0,High School,774500.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,FORD,,,,2,10,1,4,0.010776946398076566,0.9742178515793392
4521320,150.0,0,20,0,0.0,1177.0,0.0,480,242,1133.125,2.5,0.0,0.0,1133.125,20,1177.0,1,72,0,49,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,PAWTUCKET,0,94500.0,Completed College,724500.0,ACTIVE,Primary,AUTO RENEW,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,8,20,1,3,0.9900076122585038,0.9999584221262513
4522260,150.0,0,0,0,0.0,0.0,0.0,250,242,530.0,0.0,0.0,0.0,530.0,0,0.0,0,68,0,26,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,BARRINGTON,0,250000.0,Completed College,800000.0,ACTIVE,Primary,AUTO RENEW,0,Flat Tire,AAA Northeast,TOYOTA,,,,2,0,0,4,0.010776946398076566,0.18545711807362958
4561590,141.0,0,8,8,0.0,1765.5,1736.25,284,11,2226.6666666666665,0.0,0.0,0.0,2226.6666666666665,16,3501.75,1,58,0,29,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,CRANSTON,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,FORD,,,,8,16,1,1,0.010776946398076566,0.9992808226290641
4599090,150.0,0,15,0,0.0,751.0,0.0,152,20,4100.0,0.0,0.0,0.0,4100.0,15,751.0,0,76,1,16,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,PAWTUCKET,1,64500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,4,15,1,3,0.010776946398076566,0.9992509644369583
4612990,150.0,0,0,0,0.0,0.0,0.0,500,242,480.0,0.0,0.0,0.0,480.0,0,0.0,0,73,0,51,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,NORTH SCITUATE,0,124500.0,High School,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,3,0,0,3,0.9970301681869336,0.18545711807362958
4916650,150.0,0,0,10,0.0,0.0,530.0,425,320,530.0,0.0,0.0,0.0,530.0,10,530.0,1,73,3,44,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,EAST GREENWICH,2,162000.0,High School,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,LINCOLN,Jump Start,,,2,10,1,4,0.010776946398076566,0.9742178515793392
4981840,99.2292001611073,0,0,0,0.0,0.0,0.0,480,242,280.0,0.0,0.0,0.0,280.0,0,0.0,0,74,0,49,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,CRANSTON,0,54500.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,1,0,0,3,0.010776946398076566,0.18545711807362958
5011160,83.28813559322033,0,0,10,0.0,0.0,530.0,460,242,530.0,0.0,0.0,0.0,530.0,10,530.0,1,74,0,47,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,EAST GREENWICH,0,187000.0,Some College,800000.0,CANCELLED,Associate,NOTICE,0,Battery Service,AAA Northeast,VOLVO,,,,1,10,1,2,0.010776946398076566,0.9742178515793392
5054250,150.0,0,7,0,0.0,3923.3333333333335,0.0,550,242,2942.5,0.0,0.0,0.0,2942.5,7,3923.3333333333335,0,74,0,56,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,PAWTUCKET,0,64500.0,Some College,724500.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,TOYOTA,,,,3,7,1,4,0.010776946398076566,0.9288325609242207
5064920,84.98837209302326,0,25,15,0.0,9416.0,7242.5,268,91,4100.0,28.333333333333332,0.0,0.0,4100.0,40,16658.5,1,74,6,28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,RIVERSIDE,0,14500.0,Unknown,674500.0,CANCELLED,Associate,NOTICE,0,Battery Service,AAA Northeast,HONDA,,,,10,40,1,2,0.010776946398076566,0.9999999989212478
5076210,21.5,0,8,33,0.0,4904.166666666667,19446.666666666668,658,242,408.3333333333333,0.0,0.0,0.0,408.3333333333333,41,24350.833333333336,1,74,0,67,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,HARRISVILLE,1,124500.0,High School,774500.0,ACTIVE,Associate,NOTICE,0,Flat Tire,AAA Northeast,JEEP,Tow,RAM,,6,41,1,2,0.010776946398076566,0.9999999979717107
5079610,84.11475409836065,0,0,10,0.0,0.0,530.0,580,438,530.0,0.0,0.0,0.0,530.0,10,530.0,1,74,7,59,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,MIDDLETOWN,0,94500.0,Some College,724500.0,CANCELLED,Associate,NOTICE,1,Flat Tire,AAA Northeast,TOYOTA,,,,2,10,1,0,0.9941377887138593,0.9742178515793392
5087250,127.0,7,14,14,4203.571428571428,840.7142857142857,757.1428571428571,440,458,2672.0,18.0,0.0,0.0,2672.0,35,5801.428571428571,1,72,0,45,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,GREENVILLE,0,124500.0,High School,774500.0,ACTIVE,Associate,NOTICE,0,Tow,AAA Northeast,NISSAN,,,,7,35,1,2,0.010776946398076566,0.999999901558264
5095210,27.0,0,0,5,0.0,0.0,2942.5,150,29,280.0,0.0,0.0,0.0,280.0,5,2942.5,1,63,5,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,NEWPORT,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Tow,AAA Northeast,TOYOTA,,,,3,5,1,1,0.010776946398076566,0.7457504217759682
5106770,150.0,0,0,0,0.0,0.0,0.0,383,361,0.0,0.0,0.0,0.0,0.0,0,0.0,0,88,2,39,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,CHEPACHET,0,9999.0,Unknown,499999.0,CANCELLED,Associate,NOTICE,0,Battery Service,AAA Northeast,HONDA,,,,3,0,0,1,0.010776946398076566,0.18545711807362958
5144980,150.0,0,0,10,0.0,0.0,4525.0,470,420,0.0,0.0,0.0,0.0,0.0,10,4525.0,0,72,5,48,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,RIVERSIDE,1,14500.0,Unknown,774500.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,TOYOTA,,,,1,10,1,4,0.010776946398076566,0.9742178515793392
5161070,165.0,0,6,6,0.0,318.0,318.0,340,318,530.0,3.3333333333333335,0.0,0.0,530.0,12,636.0,0,74,2,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,BRISTOL,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,DODGE,Tow,HYUNDAI,,5,12,1,1,0.010776946398076566,0.9936791550579491
5173420,150.0,0,8,8,0.0,397.5,397.5,284,273,530.0,0.0,0.0,0.0,530.0,16,795.0,1,58,1,29,0,0,0,0,0,0,1,1,1,1,1,0,0,2,1,1,0,0,WARREN,0,124500.0,Unknown,774500.0,ACTIVE,Primary,NOTICE,1,Battery Service,AAA Northeast,FORD,,TOYOTA,Mid-Atlantic,5,16,1,0,0.9999998086449837,0.9992808226290641
5202100,150.0,2,7,0,1097.6666666666667,3708.3333333333335,0.0,344,237,540.0,0.0,0.0,0.0,540.0,9,4806.0,1,63,2,35,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,BARRINGTON,0,187000.0,Unknown,724500.0,PENDING,Primary,AUTO RENEW,0,Battery Service,AAA Northeast,HONDA,Tow,,,7,9,1,0,0.9900076122585038,0.9624246745173056
5202320,75.63313609467455,0,6,4,0.0,3531.0,4874.0,340,301,530.0,0.0,0.0,0.0,530.0,10,8405.0,1,74,1,35,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,GREENE,1,124500.0,Some College,774500.0,CANCELLED,Associate,NOTICE,0,Tow,AAA Northeast,FORD,,,,5,10,1,2,0.010776946398076566,0.9826252579545584
5219990,100.0,17,25,16,9199.545454545454,1100.4545454545455,940.9090909090909,323,301,390.0,44.44444444444444,76.66666666666667,0.0,466.6666666666667,58,11240.90909090909,1,34,3,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,JOHNSTON,3,44500.0,Some College,774500.0,ACTIVE,Associate,NOTICE,1,Battery Service,AAA Northeast,MERCURY,,,,15,58,1,2,0.010776946398076566,0.9999999999979008
5222810,150.0,0,0,10,0.0,0.0,530.0,659,370,440.0,55.714285714285715,0.0,0.0,440.0,10,530.0,0,96,1,67,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,NORTH PROVIDENCE,1,54500.0,Unknown,724500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,HONDA,,,,8,10,1,4,0.010776946398076566,0.9742178515793392
5376200,150.0,5,0,0,2942.5,0.0,0.0,490,242,5885.0,0.0,0.0,0.0,5885.0,5,2942.5,1,82,0,50,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,WEST WARWICK,0,64500.0,Some College,774500.0,ACTIVE,Primary,AUTO RENEW,0,Battery Service,AAA Northeast,TOYOTA,Flat Tire,,,2,5,1,0,0.9970301681869336,0.5512529470883727
5379730,10.0,0,10,5,0.0,588.5,265.0,670,660,530.0,0.0,0.0,0.0,530.0,15,853.5,1,88,0,68,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,WARWICK,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Tow,AAA Northeast,DODGE,,SATURN,,2,15,1,1,0.9970301681869336,0.9989521084336233
5385960,89.10344827586206,0,10,10,0.0,530.0,530.0,70,50,353.3333333333333,0.0,0.0,0.0,353.3333333333333,20,1060.0,0,74,2,8,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,WESTERLY,0,54500.0,Completed College,800000.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,3,20,1,3,0.010776946398076566,0.9999185797178957
5392240,83.11764705882354,0,0,20,0.0,0.0,795.0,390,372,395.0,0.0,0.0,0.0,395.0,20,795.0,1,74,2,40,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,HOPE,1,94500.0,High School,774500.0,ACTIVE,Primary,NOTICE,0,Jump Start,AAA Northeast,GMC,Tow,INFINITI,,4,20,1,4,0.010776946398076566,0.9998405640154663
5400730,150.0,30,0,0,1590.0,0.0,0.0,395,340,530.0,23.333333333333332,0.0,0.0,530.0,30,1590.0,0,89,6,40,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,COVENTRY,0,44500.0,High School,724500.0,ACTIVE,Primary,AUTO RENEW,0,Tow,AAA Northeast,HYUNDAI,,,,4,30,1,0,0.9970301681869336,0.9998219776378772
5407780,50.0,0,0,0,0.0,0.0,0.0,455,242,0.0,0.0,0.0,0.0,0.0,0,0.0,1,76,0,46,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,CUMBERLAND,1,124500.0,High School,774500.0,ACTIVE,Associate,NOTICE,1,Tow,AAA Northeast,AUDI,,ISUZU,,2,0,0,2,0.010776946398076566,0.18545711807362958
5419100,123.0,10,5,26,5885.0,3115.5882352941176,1371.764705882353,360,12,1469.1176470588234,12.941176470588236,38.8235294117647,0.0,1507.9411764705883,41,10372.35294117647,1,76,1,37,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,WAKEFIELD,1,124500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,TOYOTA,,,,18,41,1,4,0.010776946398076566,0.9999999858530089
5425470,114.0,8,2,0,4948.0,106.0,0.0,394,90,1601.0,20.0,30.0,0.0,1685.0,10,5054.0,0,74,3,40,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,COVENTRY,1,187000.0,Completed College,774500.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,HONDA,,,,7,10,1,2,0.010776946398076566,0.9148096227331936
5620040,150.0,0,5,5,0.0,162.5,2262.5,143,66,0.0,0.0,0.0,0.0,0.0,10,2425.0,1,46,4,15,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,CUMBERLAND,0,94500.0,Some College,724500.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,HONDA,,,,3,10,1,2,0.010776946398076566,0.981439790797646
5635510,150.0,0,26,9,0.0,1362.857142857143,454.2857142857143,464,453,530.0,0.0,0.0,0.0,530.0,35,1817.142857142857,0,86,1,47,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,SMITHFIELD,1,64500.0,Completed College,774500.0,ACTIVE,Primary,NOTICE,0,Jump Start,AAA Northeast,TOYOTA,,,,7,35,1,4,0.010776946398076566,0.9999999870061871
5640690,98.0,0,7,7,0.0,203.33333333333334,200.0,337,310,1458.0,6.0,0.0,0.0,1458.0,14,403.33333333333337,1,53,0,35,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WAKEFIELD,0,74500.0,High School,674500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,HYUNDAI,Flat Tire,,,6,14,1,4,0.010776946398076566,0.9978649380925882
5645570,86.0,0,2,12,0.0,65.0,1090.0,166,242,293.0,85.4,192.0,0.0,485.0,14,1155.0,1,54,0,18,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICK,1,94500.0,Some College,724500.0,CANCELLED,Associate,NOTICE,0,Battery Service,AAA Northeast,HYUNDAI,,,,5,14,1,2,0.010776946398076566,0.9970147266924092
5668350,150.0,0,4,8,0.0,135.0,428.0,190,242,657.0,28.6,48.0,0.0,705.0,12,563.0,1,88,0,20,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,PAWTUCKET,1,24500.0,Unknown,674500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,CHEVROLET,Jump Start,,,5,12,1,4,0.010776946398076566,0.9927763300057064
5725110,80.0,0,0,5,0.0,0.0,265.0,257,110,530.0,0.0,0.0,0.0,530.0,5,265.0,1,70,3,27,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,WARWICK,2,187000.0,Unknown,774500.0,ACTIVE,Associate,NOTICE,0,Tow,AAA Northeast,FORD,,,,3,5,1,2,0.010776946398076566,0.7457504217759682
5728780,197.0,0,0,3,0.0,0.0,176.66666666666666,150,148,453.3333333333333,23.333333333333332,50.0,0.0,503.3333333333333,3,176.66666666666666,1,69,0,16,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,NORTH SCITUATE,3,162000.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,HONDA,,MAZDA,,3,3,1,0,0.9941377887138593,0.5134276236331733
5731550,150.0,0,0,0,0.0,0.0,0.0,470,451,0.0,0.0,0.0,0.0,0.0,0,0.0,1,89,2,48,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,PROVIDENCE,2,162000.0,High School,800000.0,ACTIVE,Primary,NOTICE,1,Battery Service,AAA Northeast,CHRYSLER,,,,1,0,0,4,0.010776946398076566,0.18545711807362958
5738680,150.0,0,0,0,0.0,0.0,0.0,340,121,530.0,0.0,0.0,0.0,530.0,0,0.0,1,73,4,35,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,SMITHFIELD,1,74500.0,High School,724500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,2,0,0,3,0.9941377887138593,0.18545711807362958
5798100,150.0,0,0,0,0.0,0.0,0.0,590,242,280.0,0.0,0.0,0.0,280.0,0,0.0,1,85,0,60,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,JAMESTOWN,0,224500.0,Completed College,774500.0,ACTIVE,Primary,AUTO RENEW,0,Jump Start,AAA Northeast,HYUNDAI,,,,1,0,0,0,0.9900076122585038,0.18545711807362958
5835700,150.0,0,0,0,0.0,0.0,0.0,123,32,530.0,210.0,0.0,0.0,530.0,0,0.0,1,65,7,13,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,1,24500.0,Unknown,624500.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,BUICK,,,,3,0,0,0,0.9900076122585038,0.18545711807362958
5837410,101.5586891540408,8,8,8,9063.2,4708.0,4708.0,234,464,1868.75,12.5,0.0,0.0,1868.75,24,18479.2,1,74,1,24,0,1,0,0,0,0,0,1,1,1,1,0,1,2,1,1,0,0,WARWICK,1,124500.0,Some College,724500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,CHEVROLET,Flat Tire,TOYOTA,,5,24,1,0,0.9999993515942743,0.9999514827952021
5839880,10.0,0,0,0,0.0,0.0,0.0,10,2,0.0,0.0,0.0,0.0,0.0,0,0.0,1,54,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WEST KINGSTON,0,124500.0,Some College,774500.0,ACTIVE,Primary,AUTO RENEW,0,Battery Service,AAA Northeast,HONDA,,,,2,0,0,4,0.010776946398076566,0.18545711807362958
5862980,93.76602564102564,0,0,0,0.0,0.0,0.0,490,242,530.0,310.0,0.0,0.0,530.0,0,0.0,1,74,0,50,0,1,0,0,1,0,0,0,1,1,1,0,1,2,1,1,0,0,PROVIDENCE,0,124500.0,High School,724500.0,ACTIVE,Primary,AUTO RENEW,0,Flat Tire,AAA Northeast,SATURN,Tow,TOYOTA,,1,0,0,0,0.9999503568087293,0.18545711807362958
5886370,130.0,0,0,0,0.0,0.0,0.0,278,168,290.0,0.0,0.0,0.0,300.0,0,0.0,1,49,11,29,0,1,0,0,0,0,1,0,1,1,1,1,1,2,1,1,0,0,CRANSTON,0,64500.0,Completed College,774500.0,ACTIVE,Primary,AUTO RENEW,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,6,0,0,3,0.9999996724665563,0.18545711807362958
5888940,103.0,0,0,12,0.0,0.0,642.2,284,269,353.3333333333333,0.0,0.0,0.0,353.3333333333333,12,642.2,1,59,1,29,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,TIVERTON,0,54500.0,Some College,724500.0,CANCELLED,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,5,12,1,3,0.9941377887138593,0.9905692468661936
5893840,45.0,0,0,0,0.0,0.0,0.0,275,388,300.0,0.0,0.0,0.0,300.0,0,0.0,1,60,2,28,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,EAST GREENWICH,0,250000.0,High School,800000.0,ACTIVE,Associate,AUTO RENEW,0,Battery Service,AAA Northeast,BMW,Flat Tire,LAND ROVER,,4,0,0,0,0.985682245716378,0.18545711807362958
5897560,91.0,0,8,0,0.0,4413.75,0.0,241,0,440.0,0.0,0.0,0.0,440.0,8,4413.75,1,71,5,25,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CHEPACHET,3,162000.0,Unknown,724500.0,ACTIVE,Associate,NOTICE,0,Tow,AAA Northeast,CHEVROLET,,HONDA,,7,8,1,0,0.9970301681869336,0.9588013452090565
5900920,80.0,11,1,4,9306.25,38.75,198.75,240,189,1117.5,87.0,217.5,0.0,1335.0,16,9543.75,1,55,5,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,WARWICK,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Lockout,AAA Northeast,FORD,Locksmith,,,11,16,1,1,0.010776946398076566,0.9922437310487416
5922950,143.0,15,15,23,6680.0,877.8181818181819,7026.363636363636,201,242,1326.3636363636363,19.0,10.909090909090908,0.0,1337.2727272727273,53,14584.181818181818,1,77,0,21,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,JOHNSTON,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,VOLKSWAGEN,Tow,,,11,53,1,1,0.9970301681869336,0.9999999999626104
5929600,150.0,4,0,0,188.0,0.0,0.0,260,158,382.5,0.0,0.0,0.0,382.5,4,188.0,1,46,6,27,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,SMITHFIELD,1,54500.0,Some College,724500.0,ACTIVE,Associate,AUTO RENEW,1,Battery Service,AAA Northeast,INFINITI,Jump Start,,,7,4,1,2,0.010776946398076566,0.4672038658736726
5948490,90.0,0,3,0,0.0,1961.6666666666667,0.0,313,242,2943.0,0.0,0.0,0.0,2943.0,3,1961.6666666666667,1,75,0,32,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,WARWICK,1,187000.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,3,3,1,3,0.9941377887138593,0.5634934293056768
5962610,100.62813658404353,13,0,3,784.6666666666666,0.0,176.66666666666666,360,356,4100.0,40.0,0.0,0.0,4100.0,16,961.3333333333333,0,74,1,37,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,NORTH PROVIDENCE,1,94500.0,High School,674500.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,MERCURY,,,,3,16,1,0,0.9941377887138593,0.9882968105924927
5966280,20.0,5,10,8,4142.5,9292.5,295.0,235,242,2175.0,67.66666666666667,160.0,0.0,3055.0,23,13730.0,1,58,0,24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,WARWICK,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,1,Flat Tire,AAA Northeast,JAGUAR,Tow,,,4,23,1,1,0.010776946398076566,0.9999580500478621
5966510,130.0,0,5,5,0.0,2942.5,265.0,480,242,0.0,0.0,0.0,0.0,0.0,10,3207.5,1,84,0,49,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,JOHNSTON,1,124500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,1,Tow,AAA Northeast,DODGE,,MITSUBISHI,,2,10,1,4,0.010776946398076566,0.981439790797646
6014590,99.41784883061511,0,0,0,0.0,0.0,0.0,460,430,430.0,20.0,0.0,0.0,430.0,0,0.0,0,74,2,47,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,0,54500.0,Unknown,774500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,TOYOTA,Jump Start,,,2,0,0,0,0.9970301681869336,0.18545711807362958
6043930,150.0,0,0,0,0.0,0.0,0.0,440,401,0.0,0.0,0.0,0.0,0.0,0,0.0,0,94,4,45,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,JOHNSTON,0,74500.0,Some College,724500.0,ACTIVE,Primary,NOTICE,1,Tow,AAA Northeast,HYUNDAI,,,,2,0,0,4,0.010776946398076566,0.18545711807362958
6056510,20.0,0,0,0,0.0,0.0,0.0,420,381,0.0,0.0,0.0,0.0,0.0,0,0.0,0,98,4,43,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,CRANSTON,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,1,Jump Start,AAA Northeast,PLYMOUTH,,,,2,0,0,1,0.010776946398076566,0.18545711807362958
6136060,10.0,0,20,10,0.0,1177.0,530.0,481,229,1868.75,0.0,0.0,0.0,1868.75,30,1707.0,0,74,2,49,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,JOHNSTON,0,94500.0,Unknown,774500.0,ACTIVE,Primary,AUTO RENEW,0,Battery Service,AAA Northeast,HONDA,Tow,,,9,30,1,4,0.010776946398076566,0.9999997494624654
6219790,130.0,0,0,0,0.0,0.0,0.0,268,259,530.0,0.0,0.0,0.0,530.0,0,0.0,1,39,4,28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CRANSTON,1,44500.0,Unknown,624500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,PLYMOUTH,Jump Start,,,4,0,0,4,0.010776946398076566,0.18545711807362958
